Column1,text,book,line,string,foot1,foot2,foot3,foot4,foot5,foot6,me
21489,odyssey,12,50,δησάντων σ ἐν νηὶ θοῇ χεῖράς τε πόδας τε,S,S,D,S,D,A,0.091546614
925,iliad,2,315,μήτηρ δ ἀμφεποτᾶτο ὀδυρομένη φίλα τέκνα,S,D,D,D,D,A,0.091541322
26456,odyssey,22,88,λακτίζων ἐτίνασσε κατ ὀφθαλμῶν δ ἔχυτ ἀχλύς,S,D,D,S,D,A,0.091517093
7401,iliad,12,293,ὦρσεν ἐπ Ἀργείοισι λέονθ ὣς βουσὶν ἕλιξιν,D,S,D,S,D,A,0.09150848
6379,iliad,11,118,καρπαλίμως δ ἤϊξε διὰ δρυμὰ πυκνὰ καὶ ὕλην,D,S,D,D,D,A,0.091501977
10651,iliad,17,101,Ἕκτορι χωρήσαντ ἐπεὶ ἐκ θεόφιν πολεμίζει,D,S,D,D,D,A,0.091497279
2140,iliad,4,192,ἦ καὶ Ταλθύβιον θεῖον κήρυκα προσηύδα,S,D,S,S,D,A,0.091494056
9397,iliad,15,460,εἴ μιν ἀριστεύοντα βαλὼν ἐξείλετο θυμόν,D,S,D,S,D,A,0.091487392
8724,iliad,14,308,νῦν δὲ σεῦ εἵνεκα δεῦρο κατ Οὐλύμπου τόδ ἱκάνω,D,D,D,S,D,A,0.091486972
739,iliad,2,129,τόσσον ἐγώ φημι πλέας ἔμμεναι υἷας Ἀχαιῶν,D,S,D,D,D,A,0.09148576
20315,odyssey,10,89,ἀκταὶ δὲ προβλῆτες ἐναντίαι ἀλλήλῃσιν,S,S,D,D,S,A,0.091477309
14165,iliad,23,185,ἀλλὰ κύνας μὲν ἄλαλκε Διὸς θυγάτηρ Ἀφροδίτη,D,D,D,D,D,A,0.091476109
12962,iliad,21,108,οὐχ ὁράᾳς οἷος καὶ ἐγὼ καλός τε μέγας τε,D,S,D,S,D,A,0.091468561
22218,odyssey,13,326,γαῖαν ἀναστρέφομαι σὲ δὲ κερτομέουσαν ὀΐω,D,D,D,D,D,A,0.091465935
14968,iliad,24,91,μίσγεσθ ἀθανάτοισιν ἔχω δ ἄχε ἄκριτα θυμῷ,S,D,D,D,D,A,0.091455182
25552,odyssey,20,12,ἦ ἔτ ἐῷ μνηστῆρσιν ὑπερφιάλοισι μιγῆναι,D,S,D,D,D,A,0.09145005
17232,odyssey,4,176,καὶ πᾶσιν λαοῖσι μίαν πόλιν ἐξαλαπάξας,S,S,D,D,D,A,0.091449413
25922,odyssey,20,382,τοὺς ξείνους ἐν νηῒ πολυκληῗδι βαλόντες,S,S,D,S,D,A,0.091449268
25648,odyssey,20,108,ἄλφιτα τεύχουσαι καὶ ἀλείατα μυελὸν ἀνδρῶν,D,S,D,D,D,A,0.091439659
27117,odyssey,23,248,ἤλθομεν ἀλλ ἔτ ὄπισθεν ἀμέτρητος πόνος ἔσται,D,D,D,S,D,A,0.091433735
9459,iliad,15,522,εἴα Πάνθου υἱὸν ἐνὶ προμάχοισι δαμῆναι,S,S,D,D,D,A,0.091429439
11568,iliad,18,257,ὄφρα μὲν οὗτος ἀνὴρ Ἀγαμέμνονι μήνιε δίῳ,D,D,D,D,D,A,0.091426811
17213,odyssey,4,157,κείνου μέν τοι ὅδ υἱὸς ἐτήτυμον ὡς ἀγορεύεις,S,D,D,D,D,A,0.091415446
18351,odyssey,5,448,ἀνδρῶν ὅς τις ἵκηται ἀλώμενος ὡς καὶ ἐγὼ νῦν,S,D,D,D,D,A,0.091413292
21681,odyssey,12,242,δεινὸν ἐβεβρύχει ὑπένερθε δὲ γαῖα φάνεσκε,D,S,D,D,D,A,0.09141106
17091,odyssey,4,35,ἐξοπίσω περ παύσῃ ὀιζύος ἀλλὰ λύ ἵππους,D,S,D,D,D,A,0.091409037
14797,iliad,23,817,τρὶς μὲν ἐπήϊξαν τρὶς δὲ σχεδὸν ὁρμήθησαν,D,S,S,D,S,A,0.091390286
8966,iliad,15,29,τὸν μὲν ἐγὼν ἔνθεν ῥυσάμην καὶ ἀνήγαγον αὖτις,D,S,D,D,D,A,0.091369812
14674,iliad,23,694,ὣς πληγεὶς ἀνέπαλτ αὐτὰρ μεγάθυμος Ἐπειὸς,S,D,S,D,D,A,0.091342382
4350,iliad,7,420,ὀτρύνοντο νέκυς τ ἀγέμεν ἕτεροι δὲ μεθ ὕλην,S,D,D,D,D,A,0.09133834
16748,odyssey,3,189,οὓς ἄγ Ἀχιλλῆος μεγαθύμου φαίδιμος υἱός,D,S,D,S,D,A,0.091321119
15802,odyssey,1,121,χεῖρ ἕλε δεξιτερὴν καὶ ἐδέξατο χάλκεον ἔγχος,D,D,D,D,D,A,0.091320271
9565,iliad,15,628,δειδιότες τυτθὸν γὰρ ὑπ ἐκ θανάτοιο φέρονται,D,S,D,D,D,A,0.091319467
21328,odyssey,11,529,οὔτ ὠχρήσαντα χρόα κάλλιμον οὔτε παρειῶν,S,S,D,D,D,A,0.091302374
23092,odyssey,15,227,ἀφνειὸς Πυλίοισι μέγ ἔξοχα δώματα ναίων,S,D,D,D,D,A,0.091287799
9911,iliad,16,228,τό ῥα τότ ἐκ χηλοῖο λαβὼν ἐκάθηρε θεείῳ,D,S,D,D,D,A,0.091270796
6506,iliad,11,245,αἶγας ὁμοῦ καὶ ὄϊς τά οἱ ἄσπετα ποιμαίνοντο,D,D,D,D,S,A,0.091243031
11866,iliad,18,555,παῖδες δραγμεύοντες ἐν ἀγκαλίδεσσι φέροντες,S,S,D,D,D,A,0.09123497
5809,iliad,10,127,ἐν φυλάκεσσ ἵνα γάρ σφιν ἐπέφραδον ἠγερέθεσθαι,D,D,D,D,D,A,0.091223114
12557,iliad,20,206,φασὶ σὲ μὲν Πηλῆος ἀμύμονος ἔκγονον εἶναι,D,S,D,D,D,A,0.091218406
8122,iliad,13,543,ἐκλίνθη δ ἑτέρωσε κάρη ἐπὶ δ ἀσπὶς ἑάφθη,S,D,D,D,D,A,0.091204718
3683,iliad,6,282,γαῖα χάνοι μέγα γάρ μιν Ὀλύμπιος ἔτρεφε πῆμα,D,D,D,D,D,A,0.091182162
17990,odyssey,5,87,τίπτε μοι Ἑρμεία χρυσόρραπι εἰλήλουθας,D,S,D,S,S,A,0.091139581
16480,odyssey,2,355,εἴκοσι δ ἔστω μέτρα μυληφάτου ἀλφίτου ἀκτῆς,D,S,D,D,D,A,0.091139142
22081,odyssey,13,189,ἤδη δὴν ἀπεών περὶ γὰρ θεὸς ἠέρα χεῦε,S,D,D,D,D,A,0.091127453
14596,iliad,23,616,ἀμφίθετος φιάλη τὴν Νέστορι δῶκεν Ἀχιλλεὺς,D,D,S,D,D,A,0.091115045
11602,iliad,18,291,πολλὰ δὲ δὴ Φρυγίην καὶ Μῃονίην ἐρατεινὴν,D,D,S,D,D,A,0.091085901
13157,iliad,21,303,πρὸς ῥόον ἀΐσσοντος ἀν ἰθύν οὐδέ μιν ἴσχεν,D,S,D,S,D,A,0.091083993
7290,iliad,12,182,ἔνθ αὖ Πειριθόου υἱὸς κρατερὸς Πολυποίτης,S,D,S,D,D,A,0.091073692
19712,odyssey,9,52,ἠέριοι τότε δή ῥα κακὴ Διὸς αἶσα παρέστη,D,D,D,D,D,A,0.091067955
16139,odyssey,2,14,ἕζετο δ ἐν πατρὸς θώκῳ εἶξαν δὲ γέροντες,D,S,S,S,D,A,0.091060649
15360,iliad,24,483,ὣς Ἀχιλεὺς θάμβησεν ἰδὼν Πρίαμον θεοειδέα,D,S,D,D,D,A,0.091050188
10466,iliad,16,783,Πάτροκλος δὲ Τρωσὶ κακὰ φρονέων ἐνόρουσε,S,S,D,D,D,A,0.091047156
24402,odyssey,17,500,Ἀντίνοος δὲ μάλιστα μελαίνῃ κηρὶ ἔοικε,D,D,D,S,D,A,0.091043159
23145,odyssey,15,280,‘οὐ μὲν δή σ ἐθέλοντά γ ἀπώσω νηὸς ἐΐσης,S,D,D,S,D,A,0.091041578
14529,iliad,23,549,ἔστί τοι ἐν κλισίῃ χρυσὸς πολύς ἔστι δὲ χαλκὸς,D,D,S,D,D,A,0.091024417
5048,iliad,9,75,βουλὴν βουλεύσῃ μάλα δὲ χρεὼ πάντας Ἀχαιοὺς,S,S,D,S,D,A,0.091015186
10513,iliad,16,830,‘Πάτροκλ ἦ που ἔφησθα πόλιν κεραϊξέμεν ἁμήν,S,D,D,D,D,A,0.090996578
405,iliad,1,406,τὸν καὶ ὑπέδεισαν μάκαρες θεοὶ οὐδ ἔτ ἔδησαν,D,S,D,D,D,A,0.09098947
6154,iliad,10,472,καλὰ παρ αὐτοῖσι χθονὶ κέκλιτο εὖ κατὰ κόσμον,D,S,D,D,D,A,0.09097454
9681,iliad,15,744,σὺν πυρὶ κηλείῳ χάριν Ἕκτορος ὀτρύναντος,D,S,D,D,S,A,0.090956721
13512,iliad,22,47,οὐ δύναμαι ἰδέειν Τρώων εἰς ἄστυ ἀλέντων,D,D,S,S,D,A,0.09095377
15546,iliad,24,669,‘ἔσται τοι καὶ ταῦτα γέρον Πρίαμ ὡς σὺ κελεύεις,S,S,D,D,D,A,0.090930814
11162,iliad,17,612,πεζὸς γὰρ τὰ πρῶτα λιπὼν νέας ἀμφιελίσσας,S,S,D,D,D,A,0.090930086
6133,iliad,10,451,ἠὲ διοπτεύσων ἢ ἐναντίβιον πολεμίξων,D,S,D,D,D,A,0.090928888
20120,odyssey,9,460,λωφήσειε κακῶν τά μοι οὐτιδανὸς πόρεν Οὖτις,S,D,D,D,D,A,0.090924915
26213,odyssey,21,279,νῦν μὲν παῦσαι τόξον ἐπιτρέψαι δὲ θεοῖσιν,S,S,D,S,D,A,0.090921884
18937,odyssey,7,210,οὐ δέμας οὐδὲ φυήν ἀλλὰ θνητοῖσι βροτοῖσιν,D,D,S,S,D,A,0.090895688
24087,odyssey,17,185,ξεῖν ἐπεὶ ἂρ δὴ ἔπειτα πόλινδ ἰέναι μενεαίνεις,D,D,D,D,D,A,0.090861841
25630,odyssey,20,90,χαῖρ ἐπεὶ οὐκ ἐφάμην ὄναρ ἔμμεναι ἀλλ ὕπαρ ἤδη,D,D,D,D,D,A,0.090860038
12714,iliad,20,363,Τρώων χαιρήσειν ὅς τις σχεδὸν ἔγχεος ἔλθῃ,S,S,S,D,D,A,0.090857651
18842,odyssey,7,115,ὄγχναι καὶ ῥοιαὶ καὶ μηλέαι ἀγλαόκαρποι,S,S,S,D,D,A,0.090854166
21388,odyssey,11,589,ὄγχναι καὶ ῥοιαὶ καὶ μηλέαι ἀγλαόκαρποι,S,S,S,D,D,A,0.090854166
18243,odyssey,5,340,ὠδύσατ ἐκπάγλως ὅτι τοι κακὰ πολλὰ φυτεύει,D,S,D,D,D,A,0.090837534
17349,odyssey,4,293,οὐδ εἴ οἱ κραδίη γε σιδηρέη ἔνδοθεν ἦεν,S,D,D,D,D,A,0.090834485
8524,iliad,14,108,ἢ νέος ἠὲ παλαιός ἐμοὶ δέ κεν ἀσμένῳ εἴη,D,D,D,D,D,A,0.090831426
9655,iliad,15,718,οἴσετε πῦρ ἅμα δ αὐτοὶ ἀολλέες ὄρνυτ ἀϋτήν,D,D,D,D,D,A,0.090830217
21170,odyssey,11,371,εἴ τινας ἀντιθέων ἑτάρων ἴδες οἵ τοι ἅμ αὐτῷ,D,D,D,D,D,A,0.090824694
744,iliad,2,134,ἐννέα δὴ βεβάασι Διὸς μεγάλου ἐνιαυτοί,D,D,D,D,D,A,0.090811265
27434,odyssey,24,194,ὡς ἀγαθαὶ φρένες ἦσαν ἀμύμονι Πηνελοπείῃ,D,D,D,D,D,A,0.090773033
27635,odyssey,24,395,δηρὸν γὰρ σίτῳ ἐπιχειρήσειν μεμαῶτες,S,S,D,S,D,A,0.09077024
15969,odyssey,1,288,ἦ τ ἂν τρυχόμενός περ ἔτι τλαίης ἐνιαυτόν,S,D,D,S,D,A,0.090766204
4432,iliad,8,20,πάντές τ ἐξάπτεσθε θεοὶ πᾶσαί τε θέαιναι,S,S,D,S,D,A,0.090741379
22511,odyssey,14,179,ἠέ τις ἀνθρώπων ὁ δ ἔβη μετὰ πατρὸς ἀκουὴν,D,S,D,D,D,A,0.090719529
5875,iliad,10,193,αἱρείτω μὴ χάρμα γενώμεθα δυσμενέεσσιν,S,S,D,D,D,A,0.090714511
10400,iliad,16,717,Ἀσίῳ ὃς μήτρως ἦν Ἕκτορος ἱπποδάμοιο,D,S,S,D,D,A,0.090714423
13810,iliad,22,345,‘μή με κύον γούνων γουνάζεο μὴ δὲ τοκήων,D,S,S,D,D,A,0.090704174
1923,iliad,3,436,ἀφραδέως μή πως τάχ ὑπ αὐτοῦ δουρὶ δαμήῃς,D,S,D,S,D,A,0.09068221
16702,odyssey,3,143,οὐδ Ἀγαμέμνονι πάμπαν ἑήνδανε βούλετο γάρ ῥα,D,D,D,D,D,A,0.090673792
3558,iliad,6,157,ὤπασαν αὐτάρ οἱ Προῖτος κακὰ μήσατο θυμῷ,D,S,S,D,D,A,0.090657224
9864,iliad,16,181,Φύλαντος θυγάτηρ τῆς δὲ κρατὺς ἀργεϊφόντης,S,D,S,D,D,A,0.09065711
21538,odyssey,12,99,παρφυγέειν σὺν νηί φέρει δέ τε κρατὶ ἑκάστῳ,D,S,D,D,D,A,0.09063296
1452,iliad,2,842,τῶν ἦρχ Ἱππόθοός τε Πύλαιός τ ὄζος Ἄρηος,S,D,D,S,D,A,0.090628063
117,iliad,1,118,αὐτὰρ ἐμοὶ γέρας αὐτίχ ἑτοιμάσατ ὄφρα μὴ οἶος,D,D,D,D,D,A,0.090626909
27393,odyssey,24,153,τὼ δὲ μνηστῆρσιν θάνατον κακὸν ἀρτύναντε,S,S,D,D,S,A,0.090620448
24878,odyssey,18,370,νήστιες ἄχρι μάλα κνέφαος ποίη δὲ παρείη,D,D,D,S,D,A,0.090597925
2273,iliad,4,325,ὁπλότεροι γεγάασι πεποίθασίν τε βίηφιν,D,D,D,S,D,A,0.09059025
1980,iliad,4,32,τόσσα κακὰ ῥέζουσιν ὅ τ ἀσπερχὲς μενεαίνεις,D,S,D,S,D,A,0.090580127
21087,odyssey,11,288,τὴν πάντες μνώοντο περικτίται οὐδ ἄρα Νηλεὺς,S,S,D,D,D,A,0.090577034
27598,odyssey,24,358,ἀλλ ἴομεν προτὶ οἶκον ὃς ὀρχάτου ἐγγύθι κεῖται,D,D,D,D,D,A,0.090563569
13657,iliad,22,192,ἀλλά τ ἀνιχνεύων θέει ἔμπεδον ὄφρά κεν εὕρῃ,D,S,D,D,D,A,0.090540611
21813,odyssey,12,374,ὠκέα δ Ἠελίῳ Ὑπερίονι ἄγγελος ἦλθε,D,D,D,D,D,A,0.090540009
12357,iliad,20,6,φοιτήσασα κέλευσε Διὸς πρὸς δῶμα νέεσθαι,S,D,D,S,D,A,0.090539222
11740,iliad,18,429,‘Ἥφαιστ ἦ ἄρα δή τις ὅσαι θεαί εἰσ ἐν Ὀλύμπῳ,S,D,D,D,D,A,0.090537499
21721,odyssey,12,282,οὐκ ἐάᾳς γαίης ἐπιβήμεναι ἔνθα κεν αὖτε,D,S,D,D,D,A,0.090535372
17174,odyssey,4,118,ἠέ μιν αὐτὸν πατρὸς ἐάσειε μνησθῆναι,D,S,D,S,S,A,0.090527847
11010,iliad,17,460,ἵπποις ἀΐσσων ὥς τ αἰγυπιὸς μετὰ χῆνας,S,S,S,D,D,A,0.090522398
15342,iliad,24,465,τύνη δ εἰσελθὼν λαβὲ γούνατα Πηλεΐωνος,S,S,D,D,D,A,0.090519655
16999,odyssey,3,440,χέρνιβα δέ σφ Ἄρητος ἐν ἀνθεμόεντι λέβητι,D,S,D,D,D,A,0.090511605
10015,iliad,16,332,λῦσε μένος πλήξας ξίφει αὐχένα κωπήεντι,D,S,D,D,S,A,0.090506623
24295,odyssey,17,393,‘σίγα μή μοι τοῦτον ἀμείβεο πολλὰ ἔπεσσιν,S,S,D,D,D,A,0.090499725
22256,odyssey,13,364,θείμεν αὐτίκα νῦν ἵνα περ τάδε τοι σόα μίμνῃ,S,D,D,D,D,A,0.090499008
20660,odyssey,10,434,οἵ κέν οἱ μέγα δῶμα φυλάσσοιμεν καὶ ἀνάγκῃ,S,D,D,S,D,A,0.090474824
5701,iliad,10,19,εἴ τινά οἱ σὺν μῆτιν ἀμύμονα τεκτήναιτο,D,S,D,D,S,A,0.090467302
5980,iliad,10,298,ἂμ φόνον ἂν νέκυας διά τ ἔντεα καὶ μέλαν αἷμα,D,D,D,D,D,A,0.090439072
7429,iliad,12,321,ἐσθλή ἐπεὶ Λυκίοισι μέτα πρώτοισι μάχονται,D,D,D,S,D,A,0.090428757
1542,iliad,3,55,ἥ τε κόμη τό τε εἶδος ὅτ ἐν κονίῃσι μιγείης,D,D,D,D,D,A,0.090422754
1756,iliad,3,269,ὅρκια πιστὰ θεῶν σύναγον κρητῆρι δὲ οἶνον,D,D,D,S,D,A,0.090421593
15736,odyssey,1,55,τοῦ θυγάτηρ δύστηνον ὀδυρόμενον κατερύκει,D,S,D,D,D,A,0.090420932
7870,iliad,13,291,πρόσσω ἱεμένοιο μετὰ προμάχων ὀαριστύν,S,D,D,D,D,A,0.09041311
13384,iliad,21,530,ὀτρύνων παρὰ τεῖχος ἀγακλειτοὺς πυλαωρούς,S,D,D,S,D,A,0.090410158
3227,iliad,5,735,ποικίλον ὅν ῥ αὐτὴ ποιήσατο καὶ κάμε χερσίν,D,S,S,D,D,A,0.090407314
4798,iliad,8,386,ποικίλον ὅν ῥ αὐτὴ ποιήσατο καὶ κάμε χερσίν,D,S,S,D,D,A,0.090407314
452,iliad,1,453,ἦ μὲν δή ποτ ἐμεῦ πάρος ἔκλυες εὐξαμένοιο,S,D,D,D,D,A,0.090396665
15029,iliad,24,152,μὴ δέ τί οἱ θάνατος μελέτω φρεσὶ μὴ δέ τι τάρβος,D,D,D,D,D,A,0.090396253
6662,iliad,11,401,οἰώθη δ Ὀδυσεὺς δουρὶ κλυτός οὐδέ τις αὐτῷ,S,D,S,D,D,A,0.090372684
5649,iliad,9,676,αὐτόν σε φράζεσθαι ἐν Ἀργείοισιν ἄνωγεν,S,S,D,S,D,A,0.090360744
21478,odyssey,12,39,Σειρῆνας μὲν πρῶτον ἀφίξεαι αἵ ῥά τε πάντας,S,S,D,D,D,A,0.090357487
8201,iliad,13,622,ἄλλης μὲν λώβης τε καὶ αἴσχεος οὐκ ἐπιδευεῖς,S,S,D,D,D,A,0.090343579
16444,odyssey,2,319,ἔμπορος οὐ γὰρ νηὸς ἐπήβολος οὐδ ἐρετάων,D,S,D,D,D,A,0.090336249
24769,odyssey,18,261,καὶ γὰρ Τρῶάς φασι μαχητὰς ἔμμεναι ἄνδρας,S,S,D,S,D,A,0.090332635
14127,iliad,23,147,πεντήκοντα δ ἔνορχα παρ αὐτόθι μῆλ ἱερεύσειν,S,D,D,D,D,A,0.090315462
22528,odyssey,14,196,ῥηϊδίως κεν ἔπειτα καὶ εἰς ἐνιαυτὸν ἅπαντα,D,D,D,D,D,A,0.090315428
8434,iliad,14,18,αὔτως οὐδ ἄρα τε προκυλίνδεται οὐδετέρωσε,S,D,D,D,D,A,0.090310607
16454,odyssey,2,329,ἐλθεῖν ὄφρ ἔνθεν θυμοφθόρα φάρμακ ἐνείκῃ,S,S,S,D,D,A,0.090303133
2647,iliad,5,155,ἔνθ ὅ γε τοὺς ἐνάριζε φίλον δ ἐξαίνυτο θυμὸν,D,D,D,S,D,A,0.090302196
2332,iliad,4,384,ἔνθ αὖτ ἀγγελίην ἐπὶ Τυδῆ στεῖλαν Ἀχαιοί,S,D,D,S,D,A,0.090255937
2997,iliad,5,505,ἂψ ἐπιμισγομένων ὑπὸ δ ἔστρεφον ἡνιοχῆες,D,D,D,D,D,A,0.090248865
2700,iliad,5,208,ἀτρεκὲς αἷμ ἔσσευα βαλών ἤγειρα δὲ μᾶλλον,D,S,D,S,D,A,0.090247077
1345,iliad,2,735,οἵ τ ἔχον Ἀστέριον Τιτάνοιό τε λευκὰ κάρηνα,D,D,D,D,D,A,0.090242647
6828,iliad,11,567,Τρώων ἱπποδάμων ὁτὲ δὲ τρωπάσκετο φεύγειν,S,D,D,S,D,A,0.090238388
14826,iliad,23,846,ἣ δέ θ ἑλισσομένη πέτεται διὰ βοῦς ἀγελαίας,D,D,D,D,D,A,0.090225377
12871,iliad,21,17,αὐτὰρ ὃ διογενὴς δόρυ μὲν λίπεν αὐτοῦ ἐπ ὄχθῃ,D,D,D,D,D,A,0.090219845
9076,iliad,15,139,ἤδη γάρ τις τοῦ γε βίην καὶ χεῖρας ἀμείνων,S,S,D,S,D,A,0.090210569
10,iliad,1,11,οὕνεκα τὸν Χρύσην ἠτίμασεν ἀρητῆρα,D,S,S,D,S,A,0.090208562
27122,odyssey,23,253,ἀλλ ἔρχευ λέκτρονδ ἴομεν γύναι ὄφρα καὶ ἤδη,S,S,D,D,D,A,0.090196955
22537,odyssey,14,205,ὃς τότ ἐνὶ Κρήτεσσι θεὸς ὣς τίετο δήμῳ,D,S,S,S,D,A,0.090162896
15458,iliad,24,581,ὄφρα νέκυν πυκάσας δοίη οἶκον δὲ φέρεσθαι,D,D,S,S,D,A,0.090153757
23227,odyssey,15,362,τόφρα τί μοι φίλον ἔσκε μεταλλῆσαι καὶ ἐρέσθαι,D,D,D,S,D,A,0.090140508
10724,iliad,17,174,‘ὅς τέ με φῂς Αἴαντα πελώριον οὐχ ὑπομεῖναι,D,S,D,D,D,A,0.090136408
646,iliad,2,36,τὰ φρονέοντ ἀνὰ θυμὸν ἅ ῥ οὐ τελέεσθαι ἔμελλον,D,D,D,D,D,A,0.090103228
15759,odyssey,1,78,ὃν χόλον οὐ μὲν γὰρ τι δυνήσεται ἀντία πάντων,D,S,D,D,D,A,0.090093653
262,iliad,1,263,οἷον Πειρίθοόν τε Δρύαντά τε ποιμένα λαῶν,S,D,D,D,D,A,0.090086909
11640,iliad,18,329,ἄμφω γὰρ πέπρωται ὁμοίην γαῖαν ἐρεῦσαι,S,S,D,S,D,A,0.090085276
24932,odyssey,18,424,κῆρυξ Δουλιχιεύς θεράπων δ ἦν Ἀμφινόμοιο,S,D,D,S,D,A,0.090081038
16628,odyssey,3,69,νῦν δὴ κάλλίον ἐστι μεταλλῆσαι καὶ ἐρέσθαι,S,D,D,S,D,A,0.090078036
20763,odyssey,10,537,ἔνθα τοι αὐτίκα μάντις ἐλεύσεται ὄρχαμε λαῶν,D,D,D,D,D,A,0.090067043
23345,odyssey,15,480,καὶ τὴν μὲν φώκῃσι καὶ ἰχθύσι κύρμα γενέσθαι,S,S,D,D,D,A,0.090065998
7177,iliad,12,69,ἦ τ ἂν ἔγωγ ἐθέλοιμι καὶ αὐτίκα τοῦτο γενέσθαι,D,D,D,D,D,A,0.090056165
16141,odyssey,2,16,ὃς δὴ γήραϊ κυφὸς ἔην καὶ μυρία ᾔδη,S,D,D,S,D,A,0.090039845
93,iliad,1,94,ἀλλ ἕνεκ ἀρητῆρος ὃν ἠτίμησ Ἀγαμέμνων,D,S,D,S,D,A,0.090039308
21882,odyssey,12,443,μέσσῳ δ ἐνδούπησα παρὲξ περιμήκεα δοῦρα,S,S,D,D,D,A,0.09003691
13397,iliad,21,543,αἰὲν ἔχε κρατερή μενέαινε δὲ κῦδος ἀρέσθαι,D,D,D,D,D,A,0.090036751
11462,iliad,18,151,οὐδέ κε Πάτροκλόν περ ἐϋκνήμιδες Ἀχαιοὶ,D,S,D,S,D,A,0.090024551
17712,odyssey,4,656,χθιζὸν ὑπηοῖον τότε δ ἔμβη νηὶ Πύλονδε,D,S,D,S,D,A,0.090024265
2025,iliad,4,77,λαμπρόν τοῦ δέ τε πολλοὶ ἀπὸ σπινθῆρες ἵενται,S,D,D,S,D,A,0.09001737
23911,odyssey,17,9,πρίν γ αὐτόν με ἴδηται ἀτὰρ σοί γ ὧδ ἐπιτέλλω,S,D,D,S,D,A,0.090001443
11844,iliad,18,533,στησάμενοι δ ἐμάχοντο μάχην ποταμοῖο παρ ὄχθας,D,D,D,D,D,A,0.089988795
23889,odyssey,16,467,ὡμήρησε δέ μοι παρ ἑταίρων ἄγγελος ὠκύς,S,D,D,S,D,A,0.089971669
2325,iliad,4,377,ξεῖνος ἅμ ἀντιθέῳ Πολυνείκεϊ λαὸν ἀγείρων,D,D,D,D,D,A,0.089969952
9828,iliad,16,145,ἵππους δ Αὐτομέδοντα θοῶς ζευγνῦμεν ἄνωγε,S,D,D,S,D,A,0.089964494
5350,iliad,9,377,ἐρρέτω ἐκ γάρ εὑ φρένας εἵλετο μητίετα Ζεύς,D,S,D,D,D,A,0.089957758
17963,odyssey,5,60,κέδρου τ εὐκεάτοιο θύου τ ἀνὰ νῆσον ὀδώδει,S,D,D,D,D,A,0.089950164
27568,odyssey,24,328,‘εἰ μὲν δὴ Ὀδυσεύς γε ἐμὸς πάϊς ἐνθάδ ἱκάνεις,S,D,D,D,D,A,0.089933371
17559,odyssey,4,503,εἰ μὴ ὑπερφίαλον ἔπος ἔκβαλε καὶ μέγ ἀάσθη,D,D,D,D,D,A,0.08992829
14266,iliad,23,286,ἵπποισίν τε πέποιθε καὶ ἅρμασι κολλητοῖσιν,S,D,D,D,S,A,0.089915533
13702,iliad,22,237,τείχεος ἐξελθεῖν ἄλλοι δ ἔντοσθε μένουσι,D,S,S,S,D,A,0.089913669
27509,odyssey,24,269,εὔχετο δ ἐξ Ἰθάκης γένος ἔμμεναι αὐτὰρ ἔφασκε,D,D,D,D,D,A,0.089912585
15043,iliad,24,166,θυγατέρες δ ἀνὰ δώματ ἰδὲ νυοὶ ὠδύροντο,D,D,D,D,S,A,0.089904937
7808,iliad,13,229,ὀτρύνεις δὲ καὶ ἄλλον ὅθι μεθιέντα ἴδηαι,S,D,D,D,D,A,0.089893146
4573,iliad,8,161,‘Τυδεΐδη περὶ μέν σε τίον Δαναοὶ ταχύπωλοι,D,D,D,D,D,A,0.089863612
10314,iliad,16,631,τὼ οὔ τι χρὴ μῦθον ὀφέλλειν ἀλλὰ μάχεσθαι,S,S,D,S,D,A,0.089859595
21178,odyssey,11,379,ὥρη μὲν πολέων μύθων ὥρη δὲ καὶ ὕπνου,S,D,S,S,D,A,0.089819258
13588,iliad,22,123,μή μιν ἐγὼ μὲν ἵκωμαι ἰών ὃ δέ μ οὐκ ἐλεήσει,D,D,D,D,D,A,0.089793772
2086,iliad,4,138,ἥ οἱ πλεῖστον ἔρυτο διὰ πρὸ δὲ εἴσατο καὶ τῆς,S,D,D,D,D,A,0.08976879
5356,iliad,9,383,αἵ θ ἑκατόμπυλοί εἰσι διηκόσιοι δ ἀν ἑκάστας,D,D,D,D,D,A,0.089755447
2633,iliad,5,141,αἳ μέν τ ἀγχιστῖναι ἐπ ἀλλήλῃσι κέχυνται,S,S,D,S,D,A,0.089751236
22343,odyssey,14,11,σταυροὺς δ ἐκτὸς ἔλασσε διαμπερὲς ἔνθα καὶ ἔνθα,S,D,D,D,D,A,0.089743059
3479,iliad,6,78,Τρώων καὶ Λυκίων ἐγκέκλιται οὕνεκ ἄριστοι,S,D,S,D,D,A,0.089720032
8321,iliad,13,742,ἤ κεν ἐνὶ νήεσσι πολυκλήϊσι πέσωμεν,D,S,D,S,D,A,0.089719831
20624,odyssey,10,398,πᾶσιν δ ἱμερόεις ὑπέδυ γόος ἀμφὶ δὲ δῶμα,S,D,D,D,D,A,0.089682125
18015,odyssey,5,112,τὸν νῦν σ ἠνώγειν ἀποπεμπέμεν ὅττι τάχιστα,S,S,D,D,D,A,0.089677544
18917,odyssey,7,190,ξεῖνον ἐνὶ μεγάροις ξεινίσσομεν ἠδὲ θεοῖσιν,D,D,S,D,D,A,0.089671014
21693,odyssey,12,254,ἀσπαίροντα δ ἔπειτα λαβὼν ἔρριψε θύραζε,S,D,D,S,D,A,0.089655877
