,word,corpus,iliad,odyssey
21704,μέδηται,2,0,2
21705,τροφός,11,0,11
21706,Εὐρύκλεια,16,0,16
21707,ἀγαπητός,2,0,2
21708,ἀλλογνώτῳ,1,0,1
21709,φράσσονται,1,0,1
21710,φθίῃς,1,0,1
21711,ἀλάλησθαι,4,0,4
21712,ὄμοσον,1,0,1
21713,ποθέσαι,2,0,2
21714,ἀφορμηθέντος,2,0,2
21715,ἀκοῦσαι,8,0,8
21716,ἰάπτῃ,1,0,1
21717,γρῆυς,2,0,2
21718,ἀπώμνυ,1,0,1
21719,ἄφυσσεν,1,0,1
21720,δοροῖσι,1,0,1
21721,ἐικυῖα,8,0,8
21722,παρισταμένη,8,0,8
21723,ἑσπερίους,1,0,1
21724,ἀγέρεσθαι,1,0,1
21725,Φρονίοιο,3,0,3
21726,Νοήμονα,1,0,1
21727,φαίδιμον,4,0,4
21728,δύσετό,9,0,9
21729,σκιόωντό,7,0,7
21730,ἀγυιαί,7,0,7
21731,ὅπλ,2,0,2
21732,ἐύσσελμοι,3,0,3
21733,ὤτρυνεν,3,0,3
21734,ῤ,1,0,1
21735,πλάζε,1,0,1
21736,πίνοντας,2,0,2
21737,ὤρνυντο,2,0,2
21738,ἔπιπτεν,3,0,3
21739,ἐκπροκαλεσσαμένη,1,0,1
21740,ναιεταόντων,5,0,5
21741,ἐυκνήμιδες,4,0,4
21742,ἐπήρετμοι,6,0,6
21743,διατρίβωμεν,1,0,1
21744,μετέειφ,5,0,5
21745,ἁθρό,1,0,1
21746,πέπυσται,2,0,2
21747,δμωαί,3,0,3
21748,ἐυσσέλμῳ,1,0,1
21749,κληῖσι,8,0,8
21750,ἀκραῆ,1,0,1
21751,κελάδοντ,1,0,1
21752,ἐποτρύνας,6,0,6
21753,ὅπλων,2,0,2
21754,εἰλάτινον,2,0,2
21755,μεσόδμης,2,0,2
21756,ἐυστρέπτοισι,1,0,1
21757,βοεῦσιν,1,0,1
21758,ἔπρησεν,1,0,1
21759,δησάμενοι,2,0,2
21760,στήσαντο,1,0,1
21761,πεῖρε,1,0,1
21762,φαείνοι,1,0,1
21763,ἐυκτίμενον,5,0,5
21764,ῥέζον,1,0,1
21765,παμμέλανας,1,0,1
21766,ἐνοσίχθονι,1,0,1
21767,ἕδραι,2,0,2
21768,πεντακόσιοι,1,0,1
21769,προύχοντο,1,0,1
21770,ἑκάστοθι,1,0,1
21771,εὖθ,5,0,5
21772,ἔκαιον,2,0,2
21773,κατάγοντο,2,0,2
21774,ἐίσης,4,0,4
21775,ὥρμισαν,3,0,3
21776,αἰδοῦς,3,0,3
21777,ἐπέπλως,1,0,1
21778,ὅπου,2,0,2
21779,κύθε,1,0,1
21780,ἐπέσπεν,2,0,2
21781,προσπτύξομαι,3,0,3
21782,πεπείρημαι,1,0,1
21783,γεραίτερον,1,0,1
21784,ἐξερέεσθαι,3,0,3
21785,νοήσεις,1,0,1
21786,ὑποθήσεται,1,0,1
21787,ἄγυρίν,1,0,1
21788,ἐντυνόμενοι,2,0,2
21789,ὤπτων,2,0,2
21790,ἔπειρον,1,0,1
21791,Πεισίστρατος,8,0,8
21792,ἵδρυσεν,1,0,1
21793,κώεσιν,2,0,2
21794,ἁλίῃσιν,4,0,4
21795,Θρασυμήδεϊ,1,0,1
21796,σπλάγχνων,2,0,2
21797,μοίρας,7,0,7
21798,χρυσείῳ,1,0,1
21799,δειδισκόμενος,1,0,1
21800,δαίτης,1,0,1
21801,ἠντήσατε,1,0,1
21802,μολόντες,1,0,1
21803,εὔξεαι,1,0,1
21804,σπεῖσαι,1,0,1
21805,χατέουσ,1,0,1
21806,ἡδέος,5,0,5
21807,πεπνυμένῳ,1,0,1
21808,δικαίῳ,3,0,3
21809,μεγήρῃς,1,0,1
21810,εὐχομένοισι,1,0,1
21811,χαρίεσσαν,2,0,2
21812,ἀμοιβήν,2,0,2
21813,σύμπασιν,1,0,1
21814,ἀγακλειτῆς,5,0,5
21815,πρήξαντα,1,0,1
21816,τελεύτα,2,0,2
21817,ὤπτησαν,3,0,3
21818,κρέ,4,0,4
21819,ὑπέρτερα,3,0,3
21820,δασσάμενοι,5,0,5
21821,κάλλίον,1,0,1
21822,μεταλλῆσαι,5,0,5
21823,τινές,4,0,4
21824,πλεῖθ,2,0,2
21825,πρῆξιν,2,0,2
21826,ἀλάλησθε,2,0,2
21827,ληιστῆρες,2,0,2
21828,ἀλόωνται,2,0,2
21829,πέροντες,1,0,1
21830,ὑπονηίου,1,0,1
21831,ἰδίη,1,0,1
21832,δήμιος,1,0,1
21833,μετέρχομαι,1,0,1
21834,πολέμιξον,1,0,1
21835,πευθόμεθ,1,0,1
21836,ἀπευθέα,1,0,1
21837,ὁππόθ,1,0,1
21838,εἴτε,1,0,1
21839,πελάγει,1,0,1
21840,κύμασιν,6,0,6
21841,Ἀμφιτρίτης,2,0,2
21842,ἐνισπεῖν,2,0,2
21843,ὄπωπας,2,0,2
21844,τεοῖσιν,2,0,2
21845,ἄκουσας,4,0,4
21846,πλαζομένου,2,0,2
21847,ὀιζυρόν,3,0,3
21848,μειλίσσεο,2,0,2
21849,ἤντησας,3,0,3
21850,ὀπωπῆς,4,0,4
21851,πάσχετε,4,0,4
21852,ἔμνησας,1,0,1
21853,ὀιζύος,4,0,4
21854,ἀνέτλημεν,1,0,1
21855,ἄσχετοι,1,0,1
21856,πλαζόμενοι,1,0,1
21857,ληίδ,1,0,1
21858,ἄρξειεν,1,0,1
21859,μαρνάμεθ,1,0,1
21860,ἀρήιος,2,0,2
21861,ἐκεῖνα,1,0,1
21862,μυθήσαιτο,2,0,2
21863,πεντάετές,1,0,1
21864,ἑξάετες,1,0,1
21865,παραμίμνων,1,0,1
21866,ἐξερέοις,1,0,1
21867,ἵκοιο,4,0,4
21868,ῥάπτομεν,1,0,1
21869,παντοίοισι,2,0,2
21870,μῦθοί,1,0,1
21871,δίχ,1,0,1
21872,ἐβάζομεν,1,0,1
21873,νόω,1,0,1
21874,ἐπίφρονι,1,0,1
21875,φραζόμεθ,1,0,1
21876,διεπέρσαμεν,3,0,3
21877,βῆμεν,7,0,7
21878,ἐσκέδασσεν,1,0,1
21879,μήνιος,1,0,1
21880,ὀλοῆς,1,0,1
21881,ὀβριμοπάτρης,2,0,2
21882,ἔριν,4,0,4
21883,Ἀτρεΐδῃσι,2,0,2
21884,καλεσσαμένω,1,0,1
21885,βεβαρηότες,1,0,1
21886,μυθείσθην,1,0,1
21887,ἄγειραν,1,0,1
21888,μιμνήσκεσθαι,1,0,1
21889,ἑήνδανε,1,0,1
21890,ἐξακέσαιτο,1,0,1
21891,ἀμειβομένω,4,0,4
21892,ἀνόρουσαν,2,0,2
21893,ἀέσαμεν,1,0,1
21894,χαλεπά,1,0,1
21895,ἕλκομεν,1,0,1
21896,κτήματά,3,0,3
21897,ἐντιθέμεσθα,1,0,1
21898,ἐστόρεσεν,2,0,2
21899,μεγακήτεα,1,0,1
21900,Τένεδον,1,0,1
21901,ἐρέξαμεν,1,0,1
21902,θεοισ῀ν,1,0,1
21903,ἀποστρέψαντες,1,0,1
21904,ἀολλέσιν,1,0,1
21905,γίγνωσκον,3,0,3
21906,ὅδή,1,0,1
21907,Λέσβῳ,3,0,3
21908,ἔκιχεν,1,0,1
21909,πλόον,1,0,1
21910,ὁρμαίνοντας,1,0,1
21911,Χίοιο,2,0,2
21912,νεοίμεθα,1,0,1
21913,Ψυρίης,1,0,1
21914,Μίμαντα,1,0,1
21915,ᾐτέομεν,1,0,1
21916,φῆναι,2,0,2
21917,δεῖξε,1,0,1
21918,τέμνειν,1,0,1
21919,διέδραμον,1,0,1
21920,Γεραιστόν,1,0,1
21921,ἐννύχιαι,1,0,1
21922,μῆρ,3,0,3
21923,ἔθεμεν,1,0,1
21924,μετρήσαντες,1,0,1
21925,ἐίσας,5,0,5
21926,ἀῆναι,2,0,2
21927,ἀπευθής,1,0,1
21928,ἐσάωθεν,1,0,1
21929,πεύθομαι,1,0,1
21930,δαήσεαι,2,0,2
21931,κοὐδέ,1,0,1
21932,δεύσω,1,0,1
21933,Φιλοκτήτην,1,0,1
21934,Ποιάντιον,1,0,1
21935,εἰσήγαγ,1,0,1
21936,ἐμήσατο,6,0,6
21937,ἐπισμυγερῶς,2,0,2
21938,τοσσήνδε,1,0,1
21939,περιθεῖεν,1,0,1
21940,μηχανόωνται,7,0,7
21941,ἐπέκλωσαν,2,0,2
21942,ὄλβον,5,0,5
21943,τετλάμεν,2,0,2
21944,ἀνέμνησας,1,0,1
21945,μηχανάασθαι,2,0,2
21946,ὑποδάμνασαι,2,0,2
21947,ἐχθαίρουσ,2,0,2
21948,ἐπισπόμενοι,5,0,5
21949,ὀμφῇ,2,0,2
21950,περικήδετο,2,0,2
21951,πάσχομεν,2,0,2
21952,Ἀχαιοί—,1,0,1
21953,ἀναφανδά,3,0,3
21954,φιλεῦντας,1,0,1
21955,Ἀθήνη—,1,0,1
21956,κήδοιτό,1,0,1
21957,ἐκλελάθοιτο,1,0,1
21958,ἐλπομένω,1,0,1
21959,γένοιτ,1,0,1
21960,ἐθέλοιεν,2,0,2
21961,Τηλέμαχε,4,0,4
21962,ἐφέστιος,2,0,2
21963,ὁμοίιον,1,0,1
21964,ἀλαλκέμεν,1,0,1
21965,φράσσαντ,1,0,1
21966,δίκας,3,0,3
21967,φρόνιν,2,0,2
21968,ἀνάξασθαι,1,0,1
21969,γένε,1,0,1
21970,ἀληθές,1,0,1
21971,δολόμητις,3,0,3
21972,Ἀχαιικοῦ,1,0,1
21973,πλάζετ,2,0,2
21974,ὀίεαι,2,0,2
21975,κατέδαψαν,1,0,1
21976,κλαῦσεν,1,0,1
21977,Ἀχαιιάδων,1,0,1
21978,τελέοντες,1,0,1
21979,ἥμεθ,3,0,3
21980,θέλγεσκ,1,0,1
21981,Κλυταιμνήστρη,3,0,3
21982,κέχρητ,3,0,3
21983,Τροίηνδε,5,0,5
21984,ἔρυσασθαι,1,0,1
21985,ἐπέδησε,3,0,3
21986,ἐρήμην,1,0,1
21987,ἐθέλουσαν,1,0,1
21988,ἱεροῖς,3,0,3
21989,βωμοῖς,1,0,1
21990,ἀγάλματ,1,0,1
21991,ἀνῆψεν,1,0,1
21992,ὑφάσματά,1,0,1
21993,ἐκτελέσας,1,0,1
21994,πλέομεν,9,0,9
21995,Σούνιον,1,0,1
21996,ἀφικόμεθ,7,0,7
21997,Ἀθηνέων,1,0,1
21998,κυβερνήτην,1,0,1
21999,πηδάλιον,3,0,3
22000,θεούσης,1,0,1
22001,Φρόντιν,1,0,1
22002,Ὀνητορίδην,1,0,1
22003,ἐκαίνυτο,1,0,1
22004,κυβερνῆσαι,1,0,1
22005,σπέρχοιεν,1,0,1
22006,κατέσχετ,1,0,1
22007,θάπτοι,1,0,1
22008,κτερίσειεν,1,0,1
22009,Μαλειάων,2,0,2
22010,ἐφράσατο,2,0,2
22011,ἀυτμένα,1,0,1
22012,χεῦε,3,0,3
22013,τροφέοντο,1,0,1
22014,ἐπέλασσεν,2,0,2
22015,Κύδωνες,2,0,2
22016,λισσή,3,0,3
22017,αἰπεῖά,1,0,1
22018,Γόρτυνος,1,0,1
22019,ἠεροειδέι,4,0,4
22020,σκαιόν,1,0,1
22021,ὠθεῖ,1,0,1
22022,ἤλυξαν,1,0,1
22023,σπιλάδεσσιν,1,0,1
22024,ἔαξαν,1,0,1
22025,κυανοπρῳρείους,1,0,1
22026,Αἰγύπτῳ,5,0,5
22027,ἐπέλασσε,3,0,3
22028,ἄνεμός,9,0,9
22029,ἠλᾶτο,1,0,1
22030,ἑπτάετες,3,0,3
22031,ὀγδοάτῳ,2,0,2
22032,Ἀθηνάων,2,0,2
22033,στυγερῆς,1,0,1
22034,ἀλάλησο,1,0,1
22035,προλιπών,3,0,3
22036,φάγωσιν,1,0,1
22037,τηϋσίην,2,0,2
22038,ἔλποιτό,1,0,1
22039,ἀποσφήλωσιν,1,0,1
22040,αὐτόετες,1,0,1
22041,οἰχνεῦσιν,1,0,1
22042,πομπῆες,4,0,4
22043,ἔσονται,3,0,3
22044,ἐνίσπῃ,4,0,4
22045,τάμνετε,1,0,1
22046,γλώσσας,2,0,2
22047,κεράασθε,1,0,1
22048,κοίτοιο,3,0,3
22049,οἴχεθ,1,0,1
22050,θαασσέμεν,1,0,1
22051,αὐδησάσης,1,0,1
22052,ἀνιστάμενοι,1,0,1
22053,ἐπέλειβον,1,0,1
22054,ἔπιον,3,0,3
22055,ἀλεξήσειε,1,0,1
22056,κίοιτε,1,0,1
22057,ἀνείμονος,1,0,1
22058,πενιχροῦ,1,0,1
22059,χλαῖναι,5,0,5
22060,μαλακῶς,2,0,2
22061,ξείνοισιν,3,0,3
22062,ἐνεύδειν,1,0,1
22063,ἰκριόφιν,5,0,5
22064,καταλέξεται,1,0,1
22065,ζώω,1,0,1
22066,ξεινίζειν,1,0,1
22067,εὕδῃ,1,0,1
22068,θαρσύνω,1,0,1
22069,λεξαίμην,2,0,2
22070,κοίλῃ,4,0,4
22071,Καύκωνας,1,0,1
22072,χρεῖός,1,0,1
22073,ὀφέλλεται,1,0,1
22074,υἱέι,3,0,3
22075,ἐλαφρότατοι,1,0,1
22076,φήνῃ,1,0,1
22077,ἰδόντας,2,0,2
22078,ὀφθαλμοῖς,2,0,2
22079,Τηλεμάχου,12,0,12
22080,ἄναλκιν,1,0,1
22081,ἐχόντων,1,0,1
22082,ἐτίμα,3,0,3
22083,ἄνασσ,2,0,2
22084,ἵληθι,1,0,1
22085,δίδωθι,1,0,1
22086,παίδεσσι,2,0,2
22087,αἰδοίῃ,2,0,2
22088,παρακοίτι,1,0,1
22089,ὕπό,1,0,1
22090,γαμβροῖσιν,1,0,1
22091,ἀγακλυτά,4,0,4
22092,ἐλθοῦσιν,1,0,1
22093,κέρασσεν,1,0,1
22094,ἑνδεκάτῳ,1,0,1
22095,κρήδεμνον,5,0,5
22096,κεράσσατο,2,0,2
22097,ἀποσπένδων,3,0,3
22098,κοίμησε,2,0,2
22099,ἐριδούπῳ,4,0,4
22100,ἐυμμελίην,1,0,1
22101,Πεισίστρατον,1,0,1
22102,ἠίθεος,1,0,1
22103,καθεῦδε,4,0,4
22104,δέσποινα,3,0,3
22105,πόρσυνε,2,0,2
22106,λίθοισιν,1,0,1
22107,ἀποστίλβοντες,1,0,1
22108,ἵζεσκεν,1,0,1
22109,Ἄϊδόσδε,5,0,5
22110,ἐφῖζε,2,0,2
22111,Ἐχέφρων,2,0,2
22112,Στρατίος,2,0,2
22113,Περσεύς,2,0,2
22114,Ἄρητός,1,0,1
22115,ἕκτος,1,0,1
22116,θεοείκελον,1,0,1
22117,κρηήνατ,2,0,2
22118,ἱλάσσομ,1,0,1
22119,ἐναργής,1,0,1
22120,πεδίονδ,1,0,1
22121,ἔλθῃσιν,4,0,4
22122,ἐλάσῃ,3,0,3
22123,ἐπιβουκόλος,6,0,6
22124,ἀγέτω,1,0,1
22125,λιπέτω,1,0,1
22126,χρυσοχόον,1,0,1
22127,Λαέρκεα,1,0,1
22128,κελέσθω,1,0,1
22129,περιχεύῃ,1,0,1
22130,μένετ,1,0,1
22131,εἴπατε,1,0,1
22132,χαλκήια,1,0,1
22133,τέχνης,2,0,2
22134,ἄκμονά,1,0,1
22135,σφῦραν,1,0,1
22136,ἐυποίητόν,1,0,1
22137,εἰργάξετο,1,0,1
22138,ἔδωχ,1,0,1
22139,περίχευεν,2,0,2
22140,ἰδοῦσα,4,0,4
22141,ἀγέτην,1,0,1
22142,λέβητι,2,0,2
22143,οὐλάς,1,0,1
22144,κανέῳ,2,0,2
22145,ἐπικόψων,1,0,1
22146,ἀμνίον,1,0,1
22147,χέρνιβά,1,0,1
22148,κατήρχετο,1,0,1
22149,ἀπαρχόμενος,2,0,2
22150,αὐχενίους,1,0,1
22151,ὀλόλυξαν,1,0,1
22152,Εὐρυδίκη,1,0,1
22153,Κλυμένοιο,1,0,1
22154,ἔσχον,3,0,3
22155,σφάξεν,1,0,1
22156,ῥύη,1,0,1
22157,ἀκροπόρους,1,0,1
22158,Πολυκάστη,1,0,1
22159,ὁπλοτάτη,2,0,2
22160,λοῦσέν,3,0,3
22161,ἔχρισεν,3,0,3
22162,ἀσαμίνθου,4,0,4
22163,ὄροντο,1,0,1
22164,οἰνοχοεῦντες,1,0,1
22165,ζεύξαθ,1,0,1
22166,πρήσσῃσιν,1,0,1
22167,ἔζευξαν,1,0,1
22168,ὄψα,3,0,3
22169,ἔδουσι,2,0,2
22170,ἀνέβαινε,3,0,3
22171,σεῖον,2,0,2
22172,Ὀρτιλόχοιο,3,0,3
22173,Ἀλφειός,2,0,2
22174,ἄεσαν,2,0,2
22175,ζεύγνυντ,3,0,3
22176,πυρηφόρον,1,0,1
22177,ἦνον,1,0,1
22178,ὑπέκφερον,1,0,1
22179,δαινύντα,1,0,1
22180,ἔτῃσιν,1,0,1
22181,θυγατρός,3,0,3
22182,ῥηξήνορος,1,0,1
22183,πέμπεν,1,0,1
22184,Ἀλέκτορος,1,0,1
22185,ἤγετο,1,0,1
22186,Μεγαπένθης,3,0,3
22187,δούλης,1,0,1
22188,ἔφαινον,2,0,2
22189,γείτονες,3,0,3
22190,ἐμέλπετο,2,0,2
22191,ἐξάρχοντος,1,0,1
22192,Τηλέμαχός,5,0,5
22193,ἴδετο,1,0,1
22194,Ἐτεωνεύς,2,0,2
22195,ὀτρηρός,2,0,2
22196,ἀγγελέων,3,0,3
22197,ξείνω,1,0,1
22198,τινε,1,0,1
22199,ἔικτον,1,0,1
22200,σφωιν,2,0,2
22201,καταλύσομεν,1,0,1
22202,πέμπωμεν,2,0,2
22203,ἱκανέμεν,2,0,2
22204,Βοηθοΐδη,1,0,1
22205,Ἐτεωνεῦ,1,0,1
22206,ξεινήια,1,0,1
22207,φαγόντε,1,0,1
22208,ἱκόμεθ,8,0,8
22209,παύσῃ,1,0,1
22210,θοινηθῆναι,1,0,1
22211,ὀτρηρούς,1,0,1
22212,ἱππείῃσι,1,0,1
22213,κάπῃσι,1,0,1
22214,ζειάς,1,0,1
22215,ἔμιξαν,1,0,1
22216,εἰσῆγον,2,0,2
22217,σελήνης,2,0,2
22218,ὁρώμενοι,2,0,2
22219,ἐυξέστας,1,0,1
22220,ἅπτεσθον,1,0,1
22221,πασσαμένω,1,0,1
22222,εἰρησόμεθ,1,0,1
22223,σφῷν,1,0,1
22224,σκηπτούχων,1,0,1
22225,τοιούσδε,1,0,1
22226,τέκοιεν,1,0,1
22227,ὄπτ,1,0,1
22228,πάρθεσαν,1,0,1
22229,Νεστορίδη,3,0,3
22230,ἠχήεντα,1,0,1
22231,ἠλέκτρου,1,0,1
22232,ἐλέφαντος,5,0,5
22233,τοιήδε,1,0,1
22234,αὐλή,6,0,6
22235,ἀγορεύοντος,1,0,1
22236,ξύνετο,1,0,1
22237,δόμοι,4,0,4
22238,ἐρίσσεται,1,0,1
22239,κτήμασιν,2,0,2
22240,ἐπαληθείς,3,0,3
22241,ἠγαγόμην,2,0,2
22242,ἔτει,1,0,1
22243,Φοινίκην,2,0,2
22244,Αἰγυπτίους,2,0,2
22245,Αἰθίοπάς,1,0,1
22246,Σιδονίους,1,0,1
22247,Ἐρεμβούς,1,0,1
22248,Λιβύην,2,0,2
22249,κεραοί,1,0,1
22250,τίκτει,1,0,1
22251,τυροῦ,1,0,1
22252,γάλακτος,2,0,2
22253,παρέχουσιν,1,0,1
22254,ἐπηετανόν,5,0,5
22255,θῆσθαι,1,0,1
22256,κεῖνα,4,0,4
22257,συναγείρων,1,0,1
22258,ἠλώμην,2,0,2
22259,τῆός,1,0,1
22260,ἀνωιστί,1,0,1
22261,οὐλομένης,5,0,5
22262,τοῖσδε,4,0,4
22263,τριτάτην,1,0,1
22264,δώμασι,6,0,6
22265,ἡμετέροισιν,3,0,3
22266,γόῳ,2,0,2
22267,τέρπομαι,3,0,3
22268,αἰψηρός,1,0,1
22269,ἀπεχθαίρει,1,0,1
22270,μνωομένῳ,1,0,1
22271,ἐμόγησεν,4,0,4
22272,ἐμόγησε,2,0,2
22273,ἀποίχεται,1,0,1
22274,ὀδύρονταί,1,0,1
22275,γεγαῶτ,2,0,2
22276,ὀφθαλμοῖιν,2,0,2
22277,ἐάσειε,1,0,1
22278,μνησθῆναι,1,0,1
22279,ἐξερέοιτο,2,0,2
22280,ἕκαστά,3,0,3
22281,θυώδεος,1,0,1
22282,Ἀρτέμιδι,5,0,5
22283,χρυσηλακάτῳ,1,0,1
22284,Ἀδρήστη,1,0,1
22285,Ἀλκίππη,1,0,1
22286,τάπητα,1,0,1
22287,μαλακοῦ,1,0,1
22288,ἐρίοιο,1,0,1
22289,Φυλώ,2,0,2
22290,τάλαρον,1,0,1
22291,Ἀλκάνδρη,1,0,1
22292,Πολύβοιο,2,0,2
22293,ἔναι,1,0,1
22294,Θήβῃς,1,0,1
22295,Αἰγυπτίῃς,1,0,1
22296,ἀργυρέας,2,0,2
22297,κάλλιμα,3,0,3
22298,τάλαρόν,1,0,1
22299,ὑπόκυκλον,1,0,1
22300,κεκράαντο,1,0,1
22301,νήματος,1,0,1
22302,ἀσκητοῖο,1,0,1
22303,βεβυσμένον,1,0,1
22304,ἠλακάτη,1,0,1
22305,ἰοδνεφές,2,0,2
22306,εἶρος,3,0,3
22307,ἐρέεινεν,1,0,1
22308,εὐχετόωνται,2,0,2
22309,εἰσορόωσαν,1,0,1
22310,ἤλθεθ,1,0,1
22311,ἐίσκεις,1,0,1
22312,τοιοίδε,1,0,1
22313,τοιαίδε,1,0,1
22314,βολαί,1,0,1
22315,ἐφύπερθέ,1,0,1
22316,μυθεόμην,1,0,1
22317,ὀιζύσας,1,0,1
22318,εἶβε,2,0,2
22319,σαόφρων,1,0,1
22320,νεμεσσᾶται,2,0,2
22321,ἐπεσβολίας,1,0,1
22322,ἀναφαίνειν,1,0,1
22323,τερπόμεθ,1,0,1
22324,αὐδῇ,1,0,1
22325,ἐέλδετο,1,0,1
22326,ὑποθήσεαι,1,0,1
22327,ἀοσσητῆρες,2,0,2
22328,εἴσ,2,0,2
22329,φιλησέμεν,1,0,1
22330,νῶιν,1,0,1
22331,νάσσα,1,0,1
22332,ἔτευξα,1,0,1
22333,περιναιετάουσιν,2,0,2
22334,ἀνάσσονται,1,0,1
22335,διέκρινεν,1,0,1
22336,φιλέοντέ,1,0,1
22337,τερπομένω,1,0,1
22338,ἀγάσσεσθαι,1,0,1
22339,ἀνόστιμον,1,0,1
22340,ἀδακρύτω,1,0,1
22341,Ἠοῦς,3,0,3
22342,ἔκτεινε,2,0,2
22343,φάσχ,1,0,1
22344,ἐρέοιμεν,1,0,1
22345,πίθοιό,1,0,1
22346,τέρπομ,2,0,2
22347,μεταδόρπιος,1,0,1
22348,νεμεσσῶμαί,2,0,2
22349,ὀιζυροῖσι,1,0,1
22350,ῥέξειε,2,0,2
22351,ἐπικλώσῃ,1,0,1
22352,γαμέοντί,1,0,1
22353,γεινομένῳ,1,0,1
22354,λιπαρῶς,1,0,1
22355,γηρασκέμεν,1,0,1
22356,πινυτούς,1,0,1
22357,κλαυθμόν,1,0,1
22358,χευάντων,1,0,1
22359,ἠῶθέν,2,0,2
22360,διαειπέμεν,1,0,1
22361,Ἀσφαλίων,1,0,1
22362,ἔπινον,2,0,2
22363,νηπενθές,1,0,1
22364,ἄχολόν,1,0,1
22365,ἐπίληθον,1,0,1
22366,καταβρόξειεν,1,0,1
22367,μιγείη,2,0,2
22368,ἐφημέριός,1,0,1
22369,κατατεθναίη,1,0,1
22370,δηιόῳεν,1,0,1
22371,μητιόεντα,1,0,1
22372,Πολύδαμνα,1,0,1
22373,Θῶνος,1,0,1
22374,Αἰγυπτίη,1,0,1
22375,μεμιγμένα,1,0,1
22376,Παιήονός,1,0,1
22377,οἰνοχοῆσαι,2,0,2
22378,ἀμειβομένη,4,0,4
22379,δαίνυσθε,2,0,2
22380,τέρπεσθε,1,0,1
22381,ταλασίφρονός,1,0,1
22382,ἄεθλοι,3,0,3
22383,ἀεικελίῃσι,1,0,1
22384,δαμάσσας,1,0,1
22385,σπεῖρα,2,0,2
22386,οἰκῆι,1,0,1
22387,κατακρύπτων,1,0,1
22388,ἤισκε,1,0,1
22389,δέκτῃ,1,0,1
22390,ἀβάκησαν,1,0,1
22391,ἀνέγνων,1,0,1
22392,ἀνηρώτων,1,0,1
22393,λόεον,1,0,1
22394,χρῖον,1,0,1
22395,ἕσσα,1,0,1
22396,ὤμοσα,1,0,1
22397,ἀναφῆναι,1,0,1
22398,ἐκώκυον,2,0,2
22399,οἶκόνδ,2,0,2
22400,μετέστενον,1,0,1
22401,νοσφισσαμένην,1,0,1
22402,θάλαμόν,2,0,2
22403,ἐπελήλυθα,1,0,1
22404,οἷν,1,0,1
22405,ξεστῷ,1,0,1
22406,ἐνήμεθα,1,0,1
22407,κελευσέμεναι,1,0,1
22408,θεοείκελος,2,0,2
22409,ἕσπετ,1,0,1
22410,ἰούσῃ,1,0,1
22411,περίστειξας,1,0,1
22412,ἀμφαφόωσα,1,0,1
22413,ὀνομακλήδην,1,0,1
22414,ὀνόμαζες,1,0,1
22415,ἴσκουσ,1,0,1
22416,ἐβόησας,2,0,2
22417,ὁρμηθέντε,1,0,1
22418,ἐξελθέμεναι,1,0,1
22419,ὑπακοῦσαι,1,0,1
22420,Ἄντικλος,1,0,1
22421,ἤθελεν,3,0,3
22422,μάστακα,2,0,2
22423,πίεζεν,1,0,1
22424,κρατερῇσι,1,0,1
22425,σιδηρέη,1,0,1
22426,δέμνια,8,0,8
22427,παρῖζεν,1,0,1
22428,ἴδιον,2,0,2
22429,κληηδόνα,1,0,1
22430,ἐνίσποις,1,0,1
22431,ἐσθίεταί,1,0,1
22432,πλεῖος,1,0,1
22433,προσέθη,1,0,1
22434,ξυλόχῳ,2,0,2
22435,ἔλαφος,2,0,2
22436,κοιμήσασα,2,0,2
22437,νεηγενέας,2,0,2
22438,γαλαθηνούς,2,0,2
22439,ἐξερέῃσι,2,0,2
22440,εἰσήλυθεν,2,0,2
22441,ἐφήσει,4,0,4
22442,ἐυκτιμένῃ,1,0,1
22443,Φιλομηλεΐδῃ,2,0,2
22444,ἐπάλαισεν,2,0,2
22445,εἰρωτᾷς,4,0,4
22446,λίσσεαι,2,0,2
22447,εἴποιμι,5,0,5
22448,παρακλιδόν,2,0,2
22449,ἀπατήσω,2,0,2
22450,νημερτής,5,0,5
22451,κρύψω,3,0,3
22452,βούλοντο,2,0,2
22453,πολυκλύστῳ,3,0,3
22454,Αἰγύπτου,1,0,1
22455,Φάρον,1,0,1
22456,πανημερίη,1,0,1
22457,γλαφυρή,1,0,1
22458,ἤνυσεν,2,0,2
22459,ἐπιπνείῃσιν,1,0,1
22460,λιμήν,5,0,5
22461,ἐύορμος,2,0,2
22462,βάλλουσιν,1,0,1
22463,ἀφυσσάμενοι,1,0,1
22464,οὖροι,1,0,1
22465,φαίνονθ,1,0,1
22466,ἁλιαέες,1,0,1
22467,γίγνονται,6,0,6
22468,κατέφθιτο,1,0,1
